----------pretrain Epoch 0:----------
VAE iteration 0 	 ELBO Loss 30481729642947980648513536.0000 	 MSE Reconstruct Loss 57.6174	 BCE Reconstruct Loss 9.6937	 KL Loss 9047779693626423431313489920.0000----------pretrain Epoch 1:----------
VAE iteration 0 	 ELBO Loss 43.0914 	 MSE Reconstruct Loss 33.4308	 BCE Reconstruct Loss 5.7072	 KL Loss 9.9362----------pretrain Epoch 630:----------
VAE iteration 0 	 ELBO Loss 43.0701 	 MSE Reconstruct Loss 33.4201	 BCE Reconstruct Loss 5.7075	 KL Loss 9.8823----------pretrain Epoch 631:----------
VAE iteration 0 	 ELBO Loss 43.0448 	 MSE Reconstruct Loss 33.4031	 BCE Reconstruct Loss 5.7057	 KL Loss 9.8399----------pretrain Epoch 632:----------
VAE iteration 0 	 ELBO Loss 43.0519 	 MSE Reconstruct Loss 33.4149	 BCE Reconstruct Loss 5.7049	 KL Loss 9.8044----------pretrain Epoch 633:----------
VAE iteration 0 	 ELBO Loss 43.0528 	 MSE Reconstruct Loss 33.4112	 BCE Reconstruct Loss 5.7033	 KL Loss 9.7940----------pretrain Epoch 634:----------
VAE iteration 0 	 ELBO Loss 43.0278 	 MSE Reconstruct Loss 33.4063	 BCE Reconstruct Loss 5.7033	 KL Loss 9.7188----------pretrain Epoch 635:----------
VAE iteration 0 	 ELBO Loss 43.0317 	 MSE Reconstruct Loss 33.3981	 BCE Reconstruct Loss 5.7013	 KL Loss 9.7287----------pretrain Epoch 636:----------
VAE iteration 0 	 ELBO Loss 43.0340 	 MSE Reconstruct Loss 33.3936	 BCE Reconstruct Loss 5.7038	 KL Loss 9.7141----------pretrain Epoch 637:----------
VAE iteration 0 	 ELBO Loss 43.0477 	 MSE Reconstruct Loss 33.4134	 BCE Reconstruct Loss 5.7018	 KL Loss 9.6791----------pretrain Epoch 638:----------
VAE iteration 0 	 ELBO Loss 43.0345 	 MSE Reconstruct Loss 33.3804	 BCE Reconstruct Loss 5.6990	 KL Loss 9.7103----------pretrain Epoch 639:----------
VAE iteration 0 	 ELBO Loss 43.1088 	 MSE Reconstruct Loss 33.3974	 BCE Reconstruct Loss 5.7013	 KL Loss 9.8205----------pretrain Epoch 640:----------
VAE iteration 0 	 ELBO Loss 43.0725 	 MSE Reconstruct Loss 33.4155	 BCE Reconstruct Loss 5.7008	 KL Loss 9.6641----------pretrain Epoch 641:----------
VAE iteration 0 	 ELBO Loss 43.0633 	 MSE Reconstruct Loss 33.3929	 BCE Reconstruct Loss 5.7015	 KL Loss 9.6714----------pretrain Epoch 642:----------
VAE iteration 0 	 ELBO Loss 43.0809 	 MSE Reconstruct Loss 33.4122	 BCE Reconstruct Loss 5.7052	 KL Loss 9.6341----------pretrain Epoch 643:----------
VAE iteration 0 	 ELBO Loss 43.0808 	 MSE Reconstruct Loss 33.4020	 BCE Reconstruct Loss 5.7005	 KL Loss 9.6460----------pretrain Epoch 644:----------
VAE iteration 0 	 ELBO Loss 43.0810 	 MSE Reconstruct Loss 33.3958	 BCE Reconstruct Loss 5.6974	 KL Loss 9.6457----------pretrain Epoch 645:----------
VAE iteration 0 	 ELBO Loss 43.0947 	 MSE Reconstruct Loss 33.4231	 BCE Reconstruct Loss 5.7023	 KL Loss 9.5774----------pretrain Epoch 646:----------
VAE iteration 0 	 ELBO Loss 43.0986 	 MSE Reconstruct Loss 33.4317	 BCE Reconstruct Loss 5.7036	 KL Loss 9.5401----------pretrain Epoch 647:----------
VAE iteration 0 	 ELBO Loss 43.0935 	 MSE Reconstruct Loss 33.4126	 BCE Reconstruct Loss 5.6997	 KL Loss 9.5600----------pretrain Epoch 648:----------
VAE iteration 0 	 ELBO Loss 43.1070 	 MSE Reconstruct Loss 33.4258	 BCE Reconstruct Loss 5.7051	 KL Loss 9.5252----------pretrain Epoch 649:----------
VAE iteration 0 	 ELBO Loss 43.1035 	 MSE Reconstruct Loss 33.4079	 BCE Reconstruct Loss 5.6994	 KL Loss 9.5508----------pretrain Epoch 650:----------
VAE iteration 0 	 ELBO Loss 43.1017 	 MSE Reconstruct Loss 33.4180	 BCE Reconstruct Loss 5.7001	 KL Loss 9.4981----------pretrain Epoch 651:----------
VAE iteration 0 	 ELBO Loss 43.1189 	 MSE Reconstruct Loss 33.4361	 BCE Reconstruct Loss 5.7045	 KL Loss 9.4634----------pretrain Epoch 652:----------
VAE iteration 0 	 ELBO Loss 43.1318 	 MSE Reconstruct Loss 33.4521	 BCE Reconstruct Loss 5.7016	 KL Loss 9.4412----------pretrain Epoch 653:----------
VAE iteration 0 	 ELBO Loss 43.1249 	 MSE Reconstruct Loss 33.4537	 BCE Reconstruct Loss 5.7003	 KL Loss 9.4024----------pretrain Epoch 654:----------
VAE iteration 0 	 ELBO Loss 43.1324 	 MSE Reconstruct Loss 33.4629	 BCE Reconstruct Loss 5.7035	 KL Loss 9.3695----------pretrain Epoch 655:----------
VAE iteration 0 	 ELBO Loss 43.1514 	 MSE Reconstruct Loss 33.4878	 BCE Reconstruct Loss 5.7071	 KL Loss 9.3255----------pretrain Epoch 656:----------
VAE iteration 0 	 ELBO Loss 43.1434 	 MSE Reconstruct Loss 33.4580	 BCE Reconstruct Loss 5.7063	 KL Loss 9.3577----------pretrain Epoch 657:----------
VAE iteration 0 	 ELBO Loss 43.1538 	 MSE Reconstruct Loss 33.4429	 BCE Reconstruct Loss 5.7025	 KL Loss 9.4058----------pretrain Epoch 658:----------
VAE iteration 0 	 ELBO Loss 43.2203 	 MSE Reconstruct Loss 33.4776	 BCE Reconstruct Loss 5.7010	 KL Loss 9.4626----------pretrain Epoch 659:----------
VAE iteration 0 	 ELBO Loss 43.2188 	 MSE Reconstruct Loss 33.4626	 BCE Reconstruct Loss 5.7047	 KL Loss 9.4645----------pretrain Epoch 660:----------
VAE iteration 0 	 ELBO Loss 43.2111 	 MSE Reconstruct Loss 33.4823	 BCE Reconstruct Loss 5.7081	 KL Loss 9.3720----------pretrain Epoch 661:----------
VAE iteration 0 	 ELBO Loss 43.2101 	 MSE Reconstruct Loss 33.4978	 BCE Reconstruct Loss 5.7086	 KL Loss 9.3121----------pretrain Epoch 662:----------
VAE iteration 0 	 ELBO Loss 43.2120 	 MSE Reconstruct Loss 33.4833	 BCE Reconstruct Loss 5.7086	 KL Loss 9.3300----------pretrain Epoch 663:----------
VAE iteration 0 	 ELBO Loss 43.2131 	 MSE Reconstruct Loss 33.5000	 BCE Reconstruct Loss 5.7093	 KL Loss 9.2722----------pretrain Epoch 664:----------
VAE iteration 0 	 ELBO Loss 43.2082 	 MSE Reconstruct Loss 33.4954	 BCE Reconstruct Loss 5.7097	 KL Loss 9.2507----------pretrain Epoch 665:----------
VAE iteration 0 	 ELBO Loss 43.2346 	 MSE Reconstruct Loss 33.5233	 BCE Reconstruct Loss 5.7101	 KL Loss 9.2269----------pretrain Epoch 666:----------
VAE iteration 0 	 ELBO Loss 43.2227 	 MSE Reconstruct Loss 33.5056	 BCE Reconstruct Loss 5.7093	 KL Loss 9.2229----------pretrain Epoch 667:----------
VAE iteration 0 	 ELBO Loss 43.2295 	 MSE Reconstruct Loss 33.5024	 BCE Reconstruct Loss 5.7077	 KL Loss 9.2301----------pretrain Epoch 668:----------
VAE iteration 0 	 ELBO Loss 43.2244 	 MSE Reconstruct Loss 33.4866	 BCE Reconstruct Loss 5.7050	 KL Loss 9.2418----------pretrain Epoch 669:----------
VAE iteration 0 	 ELBO Loss 43.2423 	 MSE Reconstruct Loss 33.5080	 BCE Reconstruct Loss 5.7091	 KL Loss 9.2055----------pretrain Epoch 670:----------
VAE iteration 0 	 ELBO Loss 43.2400 	 MSE Reconstruct Loss 33.5242	 BCE Reconstruct Loss 5.7078	 KL Loss 9.1475----------pretrain Epoch 671:----------
VAE iteration 0 	 ELBO Loss 43.2552 	 MSE Reconstruct Loss 33.5191	 BCE Reconstruct Loss 5.7122	 KL Loss 9.1650----------pretrain Epoch 672:----------
VAE iteration 0 	 ELBO Loss 43.2598 	 MSE Reconstruct Loss 33.5347	 BCE Reconstruct Loss 5.7100	 KL Loss 9.1268----------pretrain Epoch 673:----------
VAE iteration 0 	 ELBO Loss 43.2681 	 MSE Reconstruct Loss 33.5446	 BCE Reconstruct Loss 5.7124	 KL Loss 9.0997----------pretrain Epoch 674:----------
VAE iteration 0 	 ELBO Loss 43.2595 	 MSE Reconstruct Loss 33.5218	 BCE Reconstruct Loss 5.7059	 KL Loss 9.1283----------pretrain Epoch 675:----------
VAE iteration 0 	 ELBO Loss 43.2658 	 MSE Reconstruct Loss 33.5384	 BCE Reconstruct Loss 5.7080	 KL Loss 9.0826----------pretrain Epoch 676:----------
VAE iteration 0 	 ELBO Loss 43.2677 	 MSE Reconstruct Loss 33.5251	 BCE Reconstruct Loss 5.7080	 KL Loss 9.0991----------pretrain Epoch 677:----------
VAE iteration 0 	 ELBO Loss 43.2820 	 MSE Reconstruct Loss 33.5050	 BCE Reconstruct Loss 5.7057	 KL Loss 9.1642----------pretrain Epoch 678:----------
VAE iteration 0 	 ELBO Loss 43.2758 	 MSE Reconstruct Loss 33.5284	 BCE Reconstruct Loss 5.7103	 KL Loss 9.0699----------pretrain Epoch 679:----------
VAE iteration 0 	 ELBO Loss 43.2856 	 MSE Reconstruct Loss 33.5378	 BCE Reconstruct Loss 5.7097	 KL Loss 9.0549----------pretrain Epoch 680:----------
VAE iteration 0 	 ELBO Loss 43.2809 	 MSE Reconstruct Loss 33.5428	 BCE Reconstruct Loss 5.7104	 KL Loss 9.0145----------pretrain Epoch 681:----------
VAE iteration 0 	 ELBO Loss 43.2957 	 MSE Reconstruct Loss 33.5487	 BCE Reconstruct Loss 5.7113	 KL Loss 9.0155----------pretrain Epoch 682:----------
VAE iteration 0 	 ELBO Loss 43.3143 	 MSE Reconstruct Loss 33.5870	 BCE Reconstruct Loss 5.7131	 KL Loss 8.9510----------pretrain Epoch 683:----------
VAE iteration 0 	 ELBO Loss 43.3219 	 MSE Reconstruct Loss 33.5792	 BCE Reconstruct Loss 5.7125	 KL Loss 8.9704----------pretrain Epoch 684:----------
VAE iteration 0 	 ELBO Loss 43.3164 	 MSE Reconstruct Loss 33.5657	 BCE Reconstruct Loss 5.7097	 KL Loss 8.9780----------pretrain Epoch 685:----------
VAE iteration 0 	 ELBO Loss 43.3196 	 MSE Reconstruct Loss 33.5721	 BCE Reconstruct Loss 5.7112	 KL Loss 8.9511----------pretrain Epoch 686:----------
VAE iteration 0 	 ELBO Loss 43.3997 	 MSE Reconstruct Loss 33.5925	 BCE Reconstruct Loss 5.7111	 KL Loss 9.0677----------pretrain Epoch 687:----------
VAE iteration 0 	 ELBO Loss 43.3314 	 MSE Reconstruct Loss 33.6090	 BCE Reconstruct Loss 5.7105	 KL Loss 8.8656----------pretrain Epoch 688:----------
VAE iteration 0 	 ELBO Loss 43.3335 	 MSE Reconstruct Loss 33.5947	 BCE Reconstruct Loss 5.7125	 KL Loss 8.8816----------pretrain Epoch 689:----------
VAE iteration 0 	 ELBO Loss 43.3327 	 MSE Reconstruct Loss 33.5795	 BCE Reconstruct Loss 5.7070	 KL Loss 8.9102----------pretrain Epoch 690:----------
VAE iteration 0 	 ELBO Loss 43.3372 	 MSE Reconstruct Loss 33.5801	 BCE Reconstruct Loss 5.7111	 KL Loss 8.8943----------pretrain Epoch 691:----------
VAE iteration 0 	 ELBO Loss 43.3450 	 MSE Reconstruct Loss 33.5963	 BCE Reconstruct Loss 5.7117	 KL Loss 8.8592----------pretrain Epoch 692:----------
VAE iteration 0 	 ELBO Loss 43.3609 	 MSE Reconstruct Loss 33.6142	 BCE Reconstruct Loss 5.7099	 KL Loss 8.8438----------pretrain Epoch 693:----------
VAE iteration 0 	 ELBO Loss 43.3538 	 MSE Reconstruct Loss 33.6316	 BCE Reconstruct Loss 5.7115	 KL Loss 8.7720----------pretrain Epoch 694:----------
VAE iteration 0 	 ELBO Loss 43.3510 	 MSE Reconstruct Loss 33.5951	 BCE Reconstruct Loss 5.7132	 KL Loss 8.8272----------pretrain Epoch 695:----------
VAE iteration 0 	 ELBO Loss 43.3584 	 MSE Reconstruct Loss 33.6172	 BCE Reconstruct Loss 5.7089	 KL Loss 8.7898----------pretrain Epoch 696:----------
VAE iteration 0 	 ELBO Loss 43.3773 	 MSE Reconstruct Loss 33.6313	 BCE Reconstruct Loss 5.7096	 KL Loss 8.7845----------pretrain Epoch 697:----------
VAE iteration 0 	 ELBO Loss 43.3651 	 MSE Reconstruct Loss 33.6259	 BCE Reconstruct Loss 5.7130	 KL Loss 8.7482----------pretrain Epoch 698:----------
VAE iteration 0 	 ELBO Loss 43.3840 	 MSE Reconstruct Loss 33.6319	 BCE Reconstruct Loss 5.7186	 KL Loss 8.7500----------pretrain Epoch 699:----------
VAE iteration 0 	 ELBO Loss 43.3843 	 MSE Reconstruct Loss 33.6078	 BCE Reconstruct Loss 5.7085	 KL Loss 8.8111----------pretrain Epoch 700:----------
VAE iteration 0 	 ELBO Loss 43.4404 	 MSE Reconstruct Loss 33.6420	 BCE Reconstruct Loss 5.7169	 KL Loss 8.8262----------pretrain Epoch 701:----------
VAE iteration 0 	 ELBO Loss 43.4227 	 MSE Reconstruct Loss 33.6227	 BCE Reconstruct Loss 5.7138	 KL Loss 8.8227----------pretrain Epoch 702:----------
VAE iteration 0 	 ELBO Loss 43.4076 	 MSE Reconstruct Loss 33.6353	 BCE Reconstruct Loss 5.7179	 KL Loss 8.7407----------pretrain Epoch 703:----------
VAE iteration 0 	 ELBO Loss 43.4226 	 MSE Reconstruct Loss 33.6563	 BCE Reconstruct Loss 5.7173	 KL Loss 8.7155----------pretrain Epoch 704:----------
VAE iteration 0 	 ELBO Loss 43.4251 	 MSE Reconstruct Loss 33.6422	 BCE Reconstruct Loss 5.7143	 KL Loss 8.7449----------pretrain Epoch 705:----------
VAE iteration 0 	 ELBO Loss 43.5363 	 MSE Reconstruct Loss 33.7037	 BCE Reconstruct Loss 5.7206	 KL Loss 8.8250----------pretrain Epoch 706:----------
VAE iteration 0 	 ELBO Loss 43.4510 	 MSE Reconstruct Loss 33.6499	 BCE Reconstruct Loss 5.7191	 KL Loss 8.7475----------pretrain Epoch 707:----------
VAE iteration 0 	 ELBO Loss 43.4556 	 MSE Reconstruct Loss 33.6727	 BCE Reconstruct Loss 5.7176	 KL Loss 8.6990----------pretrain Epoch 708:----------
VAE iteration 0 	 ELBO Loss 43.4533 	 MSE Reconstruct Loss 33.6536	 BCE Reconstruct Loss 5.7181	 KL Loss 8.7212----------pretrain Epoch 709:----------
VAE iteration 0 	 ELBO Loss 43.4516 	 MSE Reconstruct Loss 33.6605	 BCE Reconstruct Loss 5.7173	 KL Loss 8.6919----------pretrain Epoch 710:----------
VAE iteration 0 	 ELBO Loss 43.4597 	 MSE Reconstruct Loss 33.6741	 BCE Reconstruct Loss 5.7180	 KL Loss 8.6665----------pretrain Epoch 711:----------
VAE iteration 0 	 ELBO Loss 43.4748 	 MSE Reconstruct Loss 33.6745	 BCE Reconstruct Loss 5.7149	 KL Loss 8.6925----------pretrain Epoch 712:----------
VAE iteration 0 	 ELBO Loss 43.4748 	 MSE Reconstruct Loss 33.6733	 BCE Reconstruct Loss 5.7157	 KL Loss 8.6813----------pretrain Epoch 713:----------
VAE iteration 0 	 ELBO Loss 43.4887 	 MSE Reconstruct Loss 33.6901	 BCE Reconstruct Loss 5.7192	 KL Loss 8.6560----------pretrain Epoch 714:----------
VAE iteration 0 	 ELBO Loss 43.5036 	 MSE Reconstruct Loss 33.6741	 BCE Reconstruct Loss 5.7161	 KL Loss 8.7162----------pretrain Epoch 715:----------
VAE iteration 0 	 ELBO Loss 43.4798 	 MSE Reconstruct Loss 33.6844	 BCE Reconstruct Loss 5.7200	 KL Loss 8.6241----------pretrain Epoch 716:----------
VAE iteration 0 	 ELBO Loss 43.4494 	 MSE Reconstruct Loss 33.6526	 BCE Reconstruct Loss 5.7126	 KL Loss 8.6314----------pretrain Epoch 717:----------
VAE iteration 0 	 ELBO Loss 43.4811 	 MSE Reconstruct Loss 33.6754	 BCE Reconstruct Loss 5.7205	 KL Loss 8.6222----------pretrain Epoch 718:----------
VAE iteration 0 	 ELBO Loss 43.4659 	 MSE Reconstruct Loss 33.6760	 BCE Reconstruct Loss 5.7163	 KL Loss 8.5868----------pretrain Epoch 719:----------
VAE iteration 0 	 ELBO Loss 43.4713 	 MSE Reconstruct Loss 33.6672	 BCE Reconstruct Loss 5.7167	 KL Loss 8.6047----------pretrain Epoch 720:----------
VAE iteration 0 	 ELBO Loss 43.4886 	 MSE Reconstruct Loss 33.6817	 BCE Reconstruct Loss 5.7222	 KL Loss 8.5882----------pretrain Epoch 721:----------
VAE iteration 0 	 ELBO Loss 43.4928 	 MSE Reconstruct Loss 33.6860	 BCE Reconstruct Loss 5.7161	 KL Loss 8.5902----------pretrain Epoch 722:----------
VAE iteration 0 	 ELBO Loss 43.4878 	 MSE Reconstruct Loss 33.6901	 BCE Reconstruct Loss 5.7179	 KL Loss 8.5568----------pretrain Epoch 723:----------
VAE iteration 0 	 ELBO Loss 43.5065 	 MSE Reconstruct Loss 33.7111	 BCE Reconstruct Loss 5.7214	 KL Loss 8.5342----------pretrain Epoch 724:----------
VAE iteration 0 	 ELBO Loss 43.5016 	 MSE Reconstruct Loss 33.6698	 BCE Reconstruct Loss 5.7206	 KL Loss 8.6020----------pretrain Epoch 725:----------
VAE iteration 0 	 ELBO Loss 43.6408 	 MSE Reconstruct Loss 33.7476	 BCE Reconstruct Loss 5.7241	 KL Loss 8.7129----------pretrain Epoch 726:----------
VAE iteration 0 	 ELBO Loss 43.5049 	 MSE Reconstruct Loss 33.7118	 BCE Reconstruct Loss 5.7156	 KL Loss 8.5115----------pretrain Epoch 727:----------
VAE iteration 0 	 ELBO Loss 43.5178 	 MSE Reconstruct Loss 33.7181	 BCE Reconstruct Loss 5.7222	 KL Loss 8.5017----------pretrain Epoch 728:----------
VAE iteration 0 	 ELBO Loss 43.5005 	 MSE Reconstruct Loss 33.6984	 BCE Reconstruct Loss 5.7182	 KL Loss 8.5053----------pretrain Epoch 729:----------
VAE iteration 0 	 ELBO Loss 43.5301 	 MSE Reconstruct Loss 33.7085	 BCE Reconstruct Loss 5.7171	 KL Loss 8.5387----------pretrain Epoch 730:----------
VAE iteration 0 	 ELBO Loss 43.6386 	 MSE Reconstruct Loss 33.7359	 BCE Reconstruct Loss 5.7259	 KL Loss 8.6795----------pretrain Epoch 731:----------
VAE iteration 0 	 ELBO Loss 43.5445 	 MSE Reconstruct Loss 33.7013	 BCE Reconstruct Loss 5.7201	 KL Loss 8.5588----------pretrain Epoch 732:----------
VAE iteration 0 	 ELBO Loss 43.5526 	 MSE Reconstruct Loss 33.7271	 BCE Reconstruct Loss 5.7165	 KL Loss 8.5202----------pretrain Epoch 733:----------
VAE iteration 0 	 ELBO Loss 43.5515 	 MSE Reconstruct Loss 33.7374	 BCE Reconstruct Loss 5.7202	 KL Loss 8.4800----------pretrain Epoch 734:----------
VAE iteration 0 	 ELBO Loss 43.5639 	 MSE Reconstruct Loss 33.7246	 BCE Reconstruct Loss 5.7185	 KL Loss 8.5269----------pretrain Epoch 735:----------
VAE iteration 0 	 ELBO Loss 43.5583 	 MSE Reconstruct Loss 33.7355	 BCE Reconstruct Loss 5.7219	 KL Loss 8.4772----------pretrain Epoch 736:----------
VAE iteration 0 	 ELBO Loss 43.5747 	 MSE Reconstruct Loss 33.7397	 BCE Reconstruct Loss 5.7231	 KL Loss 8.4913----------pretrain Epoch 737:----------
VAE iteration 0 	 ELBO Loss 43.5511 	 MSE Reconstruct Loss 33.7401	 BCE Reconstruct Loss 5.7214	 KL Loss 8.4370----------pretrain Epoch 738:----------
VAE iteration 0 	 ELBO Loss 43.5578 	 MSE Reconstruct Loss 33.7135	 BCE Reconstruct Loss 5.7197	 KL Loss 8.5006----------pretrain Epoch 739:----------
VAE iteration 0 	 ELBO Loss 43.5484 	 MSE Reconstruct Loss 33.7147	 BCE Reconstruct Loss 5.7220	 KL Loss 8.4661----------pretrain Epoch 740:----------
VAE iteration 0 	 ELBO Loss 43.5633 	 MSE Reconstruct Loss 33.7433	 BCE Reconstruct Loss 5.7197	 KL Loss 8.4344----------pretrain Epoch 741:----------
VAE iteration 0 	 ELBO Loss 43.5828 	 MSE Reconstruct Loss 33.7122	 BCE Reconstruct Loss 5.7225	 KL Loss 8.5251----------pretrain Epoch 742:----------
VAE iteration 0 	 ELBO Loss 43.5909 	 MSE Reconstruct Loss 33.7419	 BCE Reconstruct Loss 5.7242	 KL Loss 8.4694----------pretrain Epoch 743:----------
VAE iteration 0 	 ELBO Loss 43.5840 	 MSE Reconstruct Loss 33.7597	 BCE Reconstruct Loss 5.7252	 KL Loss 8.4090----------pretrain Epoch 744:----------
VAE iteration 0 	 ELBO Loss 43.5855 	 MSE Reconstruct Loss 33.7146	 BCE Reconstruct Loss 5.7170	 KL Loss 8.5137----------pretrain Epoch 745:----------
VAE iteration 0 	 ELBO Loss 43.5797 	 MSE Reconstruct Loss 33.7251	 BCE Reconstruct Loss 5.7226	 KL Loss 8.4614----------pretrain Epoch 746:----------
VAE iteration 0 	 ELBO Loss 43.5807 	 MSE Reconstruct Loss 33.7127	 BCE Reconstruct Loss 5.7217	 KL Loss 8.4838----------pretrain Epoch 747:----------
VAE iteration 0 	 ELBO Loss 43.5969 	 MSE Reconstruct Loss 33.7424	 BCE Reconstruct Loss 5.7208	 KL Loss 8.4507----------pretrain Epoch 748:----------
VAE iteration 0 	 ELBO Loss 43.6055 	 MSE Reconstruct Loss 33.7600	 BCE Reconstruct Loss 5.7246	 KL Loss 8.4178----------pretrain Epoch 749:----------
VAE iteration 0 	 ELBO Loss 43.6015 	 MSE Reconstruct Loss 33.7702	 BCE Reconstruct Loss 5.7221	 KL Loss 8.3869----------pretrain Epoch 750:----------
VAE iteration 0 	 ELBO Loss 43.6576 	 MSE Reconstruct Loss 33.7535	 BCE Reconstruct Loss 5.7241	 KL Loss 8.5249----------pretrain Epoch 751:----------
VAE iteration 0 	 ELBO Loss 43.6074 	 MSE Reconstruct Loss 33.7471	 BCE Reconstruct Loss 5.7184	 KL Loss 8.4407----------pretrain Epoch 752:----------
VAE iteration 0 	 ELBO Loss 43.5944 	 MSE Reconstruct Loss 33.7298	 BCE Reconstruct Loss 5.7191	 KL Loss 8.4416----------pretrain Epoch 753:----------
VAE iteration 0 	 ELBO Loss 43.6203 	 MSE Reconstruct Loss 33.7719	 BCE Reconstruct Loss 5.7250	 KL Loss 8.3903----------pretrain Epoch 754:----------
VAE iteration 0 	 ELBO Loss 43.6184 	 MSE Reconstruct Loss 33.7792	 BCE Reconstruct Loss 5.7210	 KL Loss 8.3737----------pretrain Epoch 755:----------
VAE iteration 0 	 ELBO Loss 43.5989 	 MSE Reconstruct Loss 33.7588	 BCE Reconstruct Loss 5.7248	 KL Loss 8.3619----------pretrain Epoch 756:----------
VAE iteration 0 	 ELBO Loss 43.6120 	 MSE Reconstruct Loss 33.7583	 BCE Reconstruct Loss 5.7266	 KL Loss 8.3799----------pretrain Epoch 757:----------
VAE iteration 0 	 ELBO Loss 43.6278 	 MSE Reconstruct Loss 33.7863	 BCE Reconstruct Loss 5.7232	 KL Loss 8.3564----------pretrain Epoch 758:----------
VAE iteration 0 	 ELBO Loss 43.6091 	 MSE Reconstruct Loss 33.7353	 BCE Reconstruct Loss 5.7244	 KL Loss 8.4141----------pretrain Epoch 759:----------
VAE iteration 0 	 ELBO Loss 43.5915 	 MSE Reconstruct Loss 33.7386	 BCE Reconstruct Loss 5.7247	 KL Loss 8.3656----------pretrain Epoch 760:----------
VAE iteration 0 	 ELBO Loss 43.6259 	 MSE Reconstruct Loss 33.7829	 BCE Reconstruct Loss 5.7254	 KL Loss 8.3389----------pretrain Epoch 761:----------
VAE iteration 0 	 ELBO Loss 43.7864 	 MSE Reconstruct Loss 33.7964	 BCE Reconstruct Loss 5.7291	 KL Loss 8.6238----------pretrain Epoch 762:----------
VAE iteration 0 	 ELBO Loss 43.6494 	 MSE Reconstruct Loss 33.7564	 BCE Reconstruct Loss 5.7250	 KL Loss 8.4308----------pretrain Epoch 763:----------
VAE iteration 0 	 ELBO Loss 43.6490 	 MSE Reconstruct Loss 33.7700	 BCE Reconstruct Loss 5.7236	 KL Loss 8.4000----------pretrain Epoch 764:----------
VAE iteration 0 	 ELBO Loss 43.6358 	 MSE Reconstruct Loss 33.7500	 BCE Reconstruct Loss 5.7234	 KL Loss 8.4095----------pretrain Epoch 765:----------
VAE iteration 0 	 ELBO Loss 43.6261 	 MSE Reconstruct Loss 33.7597	 BCE Reconstruct Loss 5.7230	 KL Loss 8.3665----------pretrain Epoch 766:----------
VAE iteration 0 	 ELBO Loss 43.6504 	 MSE Reconstruct Loss 33.7742	 BCE Reconstruct Loss 5.7218	 KL Loss 8.3842----------pretrain Epoch 767:----------
VAE iteration 0 	 ELBO Loss 43.6727 	 MSE Reconstruct Loss 33.7963	 BCE Reconstruct Loss 5.7227	 KL Loss 8.3784----------pretrain Epoch 768:----------
VAE iteration 0 	 ELBO Loss 43.6397 	 MSE Reconstruct Loss 33.7754	 BCE Reconstruct Loss 5.7212	 KL Loss 8.3528----------pretrain Epoch 769:----------
VAE iteration 0 	 ELBO Loss 43.6386 	 MSE Reconstruct Loss 33.7743	 BCE Reconstruct Loss 5.7286	 KL Loss 8.3337----------pretrain Epoch 770:----------
VAE iteration 0 	 ELBO Loss 43.6395 	 MSE Reconstruct Loss 33.7717	 BCE Reconstruct Loss 5.7257	 KL Loss 8.3426----------pretrain Epoch 771:----------
VAE iteration 0 	 ELBO Loss 43.6437 	 MSE Reconstruct Loss 33.7616	 BCE Reconstruct Loss 5.7244	 KL Loss 8.3703----------pretrain Epoch 772:----------
VAE iteration 0 	 ELBO Loss 43.6241 	 MSE Reconstruct Loss 33.7563	 BCE Reconstruct Loss 5.7209	 KL Loss 8.3447----------pretrain Epoch 773:----------
VAE iteration 0 	 ELBO Loss 43.6224 	 MSE Reconstruct Loss 33.7714	 BCE Reconstruct Loss 5.7213	 KL Loss 8.3067----------pretrain Epoch 774:----------
VAE iteration 0 	 ELBO Loss 43.6498 	 MSE Reconstruct Loss 33.7766	 BCE Reconstruct Loss 5.7252	 KL Loss 8.3399----------pretrain Epoch 775:----------
VAE iteration 0 	 ELBO Loss 43.7082 	 MSE Reconstruct Loss 33.8170	 BCE Reconstruct Loss 5.7302	 KL Loss 8.3628----------pretrain Epoch 776:----------
VAE iteration 0 	 ELBO Loss 43.6437 	 MSE Reconstruct Loss 33.7710	 BCE Reconstruct Loss 5.7257	 KL Loss 8.3314----------pretrain Epoch 777:----------
VAE iteration 0 	 ELBO Loss 43.6514 	 MSE Reconstruct Loss 33.7835	 BCE Reconstruct Loss 5.7217	 KL Loss 8.3268----------pretrain Epoch 778:----------
VAE iteration 0 	 ELBO Loss 43.6390 	 MSE Reconstruct Loss 33.7636	 BCE Reconstruct Loss 5.7242	 KL Loss 8.3340----------pretrain Epoch 779:----------
VAE iteration 0 	 ELBO Loss 43.6351 	 MSE Reconstruct Loss 33.7850	 BCE Reconstruct Loss 5.7251	 KL Loss 8.2784----------pretrain Epoch 780:----------
VAE iteration 0 	 ELBO Loss 43.6417 	 MSE Reconstruct Loss 33.7896	 BCE Reconstruct Loss 5.7246	 KL Loss 8.2809----------pretrain Epoch 781:----------
VAE iteration 0 	 ELBO Loss 43.6460 	 MSE Reconstruct Loss 33.7935	 BCE Reconstruct Loss 5.7317	 KL Loss 8.2650----------pretrain Epoch 782:----------
VAE iteration 0 	 ELBO Loss 43.6279 	 MSE Reconstruct Loss 33.7597	 BCE Reconstruct Loss 5.7208	 KL Loss 8.3158----------pretrain Epoch 783:----------
